GOR10CD,GOR10CDO,GOR10NM,GOR10NMW,pcd_sector,rgn,nPostcodes
"",,,,AB11,"",1
"",,,,AB23,"",4
"",,,,AB25,"",5
"",,,,AB31,"",4
"",,,,AB39,"",1
"",,,,AB41,"",1
"",,,,AB42,"",4
"",,,,AB43,"",2
"",,,,AB45,"",1
"",,,,AB51,"",9
"",,,,AB54,"",2
"",,,,AB55,"",2
"",,,,AB56,"",1
"",,,,AB9,"",1
"",,,,AB99,"",4
"",,,,AL1,"",19
"",,,,AL10,"",2
"",,,,AL5,"",1
"",,,,AL7,"",17
"",,,,B13,"",1
"",,,,B16,"",5
"",,,,B18,"",4
"",,,,B21,"",1
"",,,,B23,"",2
"",,,,B25,"",1
"",,,,B30,"",1
"",,,,B32,"",1
"",,,,B42,"",2
"",,,,B49,"",1
"",,,,B50,"",1
"",,,,B60,"",1
"",,,,B62,"",3
"",,,,B70,"",4
"",,,,B73,"",2
"",,,,BA11,"",8
"",,,,BA12,"",8
"",,,,BA13,"",11
"",,,,BA3,"",6
"",,,,BA5,"",6
"",,,,BA6,"",11
"",,,,BA9,"",4
"",,,,BB18,"",3
"",,,,BB3,"",1
"",,,,BD13,"",14
"",,,,BD16,"",11
"",,,,BD18,"",19
"",,,,BD19,"",13
"",,,,BD21,"",20
"",,,,BD23,"",2
"",,,,BD5,"",32
"",,,,BD98,"",12
"",,,,BH1,"",14
"",,,,BH11,"",2
"",,,,BH12,"",1
"",,,,BH15,"",16
"",,,,BH20,"",14
"",,,,BH21,"",23
"",,,,BH22,"",2
"",,,,BH23,"",12
"",,,,BH25,"",3
"",,,,BH31,"",1
"",,,,BN10,"",1
"",,,,BN12,"",2
"",,,,BN15,"",1
"",,,,BN18,"",2
"",,,,BN21,"",10
"",,,,BN24,"",1
"",,,,BN25,"",1
"",,,,BN26,"",3
"",,,,BN27,"",1
"",,,,BN3,"",1
"",,,,BN41,"",2
"",,,,BN43,"",1
"",,,,BN5,"",2
"",,,,BN50,"",19
"",,,,BN51,"",3
"",,,,BN52,"",6
"",,,,BN6,"",1
"",,,,BN7,"",22
"",,,,BN9,"",2
"",,,,BN91,"",1
"",,,,BR4,"",9
"",,,,BR6,"",34
"",,,,BR7,"",6
"",,,,BR8,"",2
"",,,,BR98,"",5
"",,,,BS1,"",35
"",,,,BS15,"",17
"",,,,BS16,"",16
"",,,,BS2,"",3
"",,,,BS20,"",8
"",,,,BS23,"",2
"",,,,BS27,"",4
"",,,,BS3,"",9
"",,,,BS34,"",19
"",,,,BS36,"",7
"",,,,BS37,"",10
"",,,,BS38,"",5
"",,,,BS4,"",1
"",,,,BS48,"",9
"",,,,BS5,"",1
"",,,,BS6,"",6
"",,,,BS8,"",3
"",,,,BS9,"",21
"",,,,BS99,"",2
"",,,,BT1,"",442
"",,,,BT10,"",73
"",,,,BT11,"",5
"",,,,BT12,"",6
"",,,,BT13,"",49
"",,,,BT14,"",5
"",,,,BT15,"",9
"",,,,BT16,"",4
"",,,,BT17,"",4
"",,,,BT18,"",39
"",,,,BT19,"",13
"",,,,BT2,"",8
"",,,,BT20,"",127
"",,,,BT21,"",2
"",,,,BT22,"",5
"",,,,BT23,"",118
"",,,,BT24,"",2
"",,,,BT26,"",2
"",,,,BT27,"",13
"",,,,BT28,"",130
"",,,,BT29,"",1
"",,,,BT3,"",7
"",,,,BT30,"",49
"",,,,BT32,"",56
"",,,,BT33,"",5
"",,,,BT34,"",12
"",,,,BT35,"",96
"",,,,BT36,"",100
"",,,,BT37,"",4
"",,,,BT38,"",65
"",,,,BT39,"",23
"",,,,BT4,"",89
"",,,,BT40,"",56
"",,,,BT41,"",17
"",,,,BT42,"",104
"",,,,BT43,"",5
"",,,,BT44,"",1
"",,,,BT45,"",45
"",,,,BT46,"",3
"",,,,BT47,"",17
"",,,,BT48,"",53
"",,,,BT49,"",5
"",,,,BT5,"",121
"",,,,BT52,"",70
"",,,,BT53,"",8
"",,,,BT55,"",1
"",,,,BT56,"",4
"",,,,BT57,"",1
"",,,,BT58,"",14
"",,,,BT6,"",14
"",,,,BT60,"",2
"",,,,BT61,"",51
"",,,,BT62,"",8
"",,,,BT63,"",4
"",,,,BT64,"",11
"",,,,BT65,"",54
"",,,,BT66,"",7
"",,,,BT67,"",4
"",,,,BT7,"",11
"",,,,BT70,"",59
"",,,,BT71,"",3
"",,,,BT74,"",56
"",,,,BT78,"",50
"",,,,BT79,"",1
"",,,,BT8,"",8
"",,,,BT80,"",29
"",,,,BT82,"",7
"",,,,BT9,"",25
"",,,,BT92,"",1
"",,,,BT93,"",4
"",,,,BT94,"",2
"",,,,BT99,"",4
"",,,,CA12,"",1
"",,,,CA13,"",3
"",,,,CA8,"",7
"",,,,CB8,"",1
"",,,,CB9,"",3
"",,,,CF11,"",5
"",,,,CF14,"",3
"",,,,CF15,"",1
"",,,,CF21,"",1
"",,,,CF23,"",2
"",,,,CF30,"",1
"",,,,CF34,"",1
"",,,,CF36,"",1
"",,,,CF37,"",7
"",,,,CF40,"",52
"",,,,CF42,"",1
"",,,,CF43,"",1
"",,,,CF45,"",2
"",,,,CF46,"",2
"",,,,CF47,"",11
"",,,,CF5,"",1
"",,,,CF61,"",1
"",,,,CF63,"",22
"",,,,CF64,"",1
"",,,,CF71,"",2
"",,,,CF72,"",1
"",,,,CH1,"",1
"",,,,CH26,"",1
"",,,,CH28,"",2
"",,,,CH29,"",3
"",,,,CH33,"",3
"",,,,CH34,"",1
"",,,,CH5,"",3
"",,,,CH6,"",1
"",,,,CH7,"",52
"",,,,CH70,"",2
"",,,,CM12,"",14
"",,,,CM14,"",1
"",,,,CM21,"",3
"",,,,CM3,"",2
"",,,,CM6,"",20
"",,,,CM8,"",12
"",,,,CM98,"",1
"",,,,CO10,"",9
"",,,,CO11,"",1
"",,,,CO12,"",6
"",,,,CO13,"",8
"",,,,CO7,"",6
"",,,,CR2,"",27
"",,,,CR3,"",12
"",,,,CR4,"",18
"",,,,CR44,"",36
"",,,,CR5,"",2
"",,,,CR6,"",6
"",,,,CR7,"",22
"",,,,CR8,"",7
"",,,,CR90,"",58
"",,,,CT10,"",12
"",,,,CT11,"",15
"",,,,CT13,"",2
"",,,,CT14,"",9
"",,,,CT21,"",5
"",,,,CT5,"",15
"",,,,CT6,"",12
"",,,,CT9,"",1
"",,,,CV12,"",2
"",,,,CV3,"",4
"",,,,CV31,"",1
"",,,,CV34,"",2
"",,,,CV4,"",1
"",,,,CV47,"",1
"",,,,CV6,"",4
"",,,,CV8,"",2
"",,,,CV9,"",1
"",,,,CW12,"",13
"",,,,CW5,"",13
"",,,,CW6,"",15
"",,,,CW9,"",39
"",,,,DA10,"",1
"",,,,DA17,"",1
"",,,,DA3,"",1
"",,,,DA5,"",3
"",,,,DA8,"",2
"",,,,DD10,"",1
"",,,,DD11,"",3
"",,,,DD2,"",8
"",,,,DD5,"",8
"",,,,DD7,"",2
"",,,,DE45,"",2
"",,,,DE55,"",1
"",,,,DE56,"",1
"",,,,DE6,"",2
"",,,,DE65,"",1
"",,,,DE99,"",3
"",,,,DG10,"",1
"",,,,DG11,"",1
"",,,,DG6,"",3
"",,,,DG7,"",1
"",,,,DG8,"",1
"",,,,DH1,"",1
"",,,,DH4,"",1
"",,,,DL5,"",8
"",,,,DN14,"",10
"",,,,DN20,"",3
"",,,,DN32,"",1
"",,,,DT1,"",33
"",,,,DT10,"",1
"",,,,DT11,"",28
"",,,,DT4,"",15
"",,,,DT6,"",1
"",,,,DY11,"",21
"",,,,DY12,"",8
"",,,,DY4,"",2
"",,,,DY5,"",9
"",,,,DY6,"",5
"",,,,DY8,"",26
"",,,,E10,"",24
"",,,,E11,"",32
"",,,,E12,"",16
"",,,,E13,"",8
"",,,,E15,"",24
"",,,,E16,"",19
"",,,,E18,"",14
"",,,,E1W,"",49
"",,,,E2,"",17
"",,,,E3,"",20
"",,,,E4,"",27
"",,,,E5,"",16
"",,,,E7,"",17
"",,,,E9,"",15
"",,,,EH1,"",3
"",,,,EH10,"",2
"",,,,EH12,"",2
"",,,,EH14,"",1
"",,,,EH16,"",2
"",,,,EH19,"",2
"",,,,EH25,"",1
"",,,,EH28,"",1
"",,,,EH3,"",21
"",,,,EH32,"",1
"",,,,EH39,"",1
"",,,,EH4,"",11
"",,,,EH42,"",12
"",,,,EH45,"",1
"",,,,EH48,"",9
"",,,,EH49,"",5
"",,,,EH51,"",5
"",,,,EH6,"",6
"",,,,EH7,"",1
"",,,,EH77,"",1
"",,,,EH9,"",6
"",,,,EN5,"",1
"",,,,EN77,"",67
"",,,,EX12,"",3
"",,,,EX14,"",3
"",,,,EX17,"",1
"",,,,EX23,"",1
"",,,,EX3,"",2
"",,,,EX34,"",6
"",,,,EX38,"",7
"",,,,EX6,"",1
"",,,,EX7,"",5
"",,,,EX8,"",14
"",,,,EX9,"",5
"",,,,FY4,"",10
"",,,,FY5,"",16
"",,,,FY7,"",2
"",,,,FY8,"",1
"",,,,G1,"",2
"",,,,G11,"",2
"",,,,G2,"",37
"",,,,G20,"",1
"",,,,G3,"",1
"",,,,G31,"",1
"",,,,G33,"",1
"",,,,G42,"",4
"",,,,G44,"",1
"",,,,G45,"",3
"",,,,G46,"",20
"",,,,G59,"",4
"",,,,G60,"",2
"",,,,G65,"",2
"",,,,G66,"",24
"",,,,G67,"",1
"",,,,G69,"",1
"",,,,G71,"",1
"",,,,G74,"",2
"",,,,G75,"",1
"",,,,G77,"",1
"",,,,G82,"",23
"",,,,G9,"",7
"",,,,GIR,"",1
"",,,,GL1,"",12
"",,,,GL11,"",2
"",,,,GL12,"",7
"",,,,GL14,"",1
"",,,,GL15,"",1
"",,,,GL3,"",24
"",,,,GL8,"",1
"",,,,GU11,"",1
"",,,,GU15,"",1
"",,,,GU33,"",1
"",,,,HA1,"",1
"",,,,HA2,"",2
"",,,,HA3,"",3
"",,,,HA6,"",11
"",,,,HA8,"",3
"",,,,HD6,"",5
"",,,,HD7,"",4
"",,,,HG5,"",6
"",,,,HP12,"",18
"",,,,HP15,"",7
"",,,,HP22,"",1
"",,,,HP23,"",1
"",,,,HP27,"",1
"",,,,HP4,"",2
"",,,,HP5,"",9
"",,,,HP7,"",1
"",,,,HP9,"",7
"",,,,HR8,"",1
"",,,,HR9,"",1
"",,,,HU10,"",1
"",,,,HU55,"",1
"",,,,HU7,"",1
"",,,,HX7,"",7
"",,,,IG1,"",3
"",,,,IG10,"",1
"",,,,IG11,"",2
"",,,,IG8,"",2
"",,,,IP1,"",1
"",,,,IP11,"",10
"",,,,IP14,"",15
"",,,,IP17,"",4
"",,,,IP19,"",1
"",,,,IP22,"",4
"",,,,IP24,"",8
"",,,,IP27,"",3
"",,,,IP6,"",1
"",,,,IV12,"",1
"",,,,IV15,"",3
"",,,,IV31,"",1
"",,,,IV36,"",4
"",,,,IV40,"",2
"",,,,IV51,"",4
"",,,,KA10,"",1
"",,,,KA19,"",1
"",,,,KA25,"",1
"",,,,KA28,"",1
"",,,,KA30,"",4
"",,,,KT1,"",1
"",,,,KT11,"",1
"",,,,KT12,"",1
"",,,,KT13,"",4
"",,,,KT17,"",1
"",,,,KT20,"",1
"",,,,KT24,"",1
"",,,,KT3,"",1
"",,,,KT8,"",1
"",,,,KT9,"",3
"",,,,KW1,"",1
"",,,,KW14,"",1
"",,,,KY12,"",19
"",,,,KY13,"",1
"",,,,KY15,"",2
"",,,,KY16,"",5
"",,,,KY2,"",16
"",,,,KY3,"",3
"",,,,KY5,"",2
"",,,,L69,"",1
"",,,,LA11,"",4
"",,,,LA12,"",4
"",,,,LA23,"",3
"",,,,LA4,"",17
"",,,,LA5,"",4
"",,,,LD1,"",72
"",,,,LD2,"",2
"",,,,LD3,"",2
"",,,,LD7,"",1
"",,,,LE11,"",1
"",,,,LE19,"",1
"",,,,LE21,"",2
"",,,,LE41,"",1
"",,,,LE65,"",2
"",,,,LE99,"",1
"",,,,LL11,"",47
"",,,,LL15,"",30
"",,,,LL16,"",1
"",,,,LL18,"",4
"",,,,LL19,"",1
"",,,,LL20,"",5
"",,,,LL21,"",1
"",,,,LL24,"",1
"",,,,LL29,"",2
"",,,,LL30,"",35
"",,,,LL40,"",1
"",,,,LL41,"",2
"",,,,LL49,"",1
"",,,,LL53,"",1
"",,,,LL55,"",71
"",,,,LL57,"",1
"",,,,LL65,"",1
"",,,,LL68,"",1
"",,,,LL77,"",40
"",,,,LS1,"",1
"",,,,LS10,"",1
"",,,,LS11,"",3
"",,,,LS12,"",2
"",,,,LS13,"",1
"",,,,LS14,"",1
"",,,,LS16,"",1
"",,,,LS17,"",1
"",,,,LS19,"",1
"",,,,LS21,"",1
"",,,,LS22,"",2
"",,,,LS24,"",1
"",,,,LS25,"",1
"",,,,LS26,"",2
"",,,,LS27,"",3
"",,,,LS28,"",3
"",,,,LS29,"",1
"",,,,LS6,"",3
"",,,,LS7,"",2
"",,,,LS8,"",1
"",,,,LS9,"",1
"",,,,LU1,"",1
"",,,,LU3,"",29
"",,,,LU7,"",18
"",,,,M1,"",10
"",,,,M11,"",7
"",,,,M12,"",15
"",,,,M14,"",8
"",,,,M15,"",17
"",,,,M16,"",16
"",,,,M17,"",5
"",,,,M19,"",7
"",,,,M21,"",12
"",,,,M22,"",15
"",,,,M24,"",8
"",,,,M25,"",3
"",,,,M26,"",8
"",,,,M27,"",4
"",,,,M28,"",16
"",,,,M29,"",4
"",,,,M30,"",8
"",,,,M32,"",8
"",,,,M33,"",25
"",,,,M34,"",10
"",,,,M35,"",7
"",,,,M4,"",8
"",,,,M40,"",15
"",,,,M41,"",11
"",,,,M43,"",12
"",,,,M44,"",1
"",,,,M45,"",28
"",,,,M46,"",3
"",,,,M5,"",27
"",,,,M6,"",3
"",,,,M60,"",6
"",,,,M61,"",2
"",,,,M8,"",14
"",,,,M9,"",1
"",,,,ME12,"",6
"",,,,ME13,"",9
"",,,,ME4,"",23
"",,,,ME7,"",10
"",,,,ME8,"",13
"",,,,ME99,"",1
"",,,,MK1,"",28
"",,,,MK11,"",44
"",,,,MK16,"",17
"",,,,MK18,"",14
"",,,,MK2,"",1
"",,,,MK41,"",2
"",,,,MK42,"",7
"",,,,MK43,"",2
"",,,,MK44,"",4
"",,,,ML1,"",2
"",,,,ML10,"",1
"",,,,ML12,"",1
"",,,,ML2,"",1
"",,,,ML4,"",1
"",,,,ML5,"",3
"",,,,ML6,"",5
"",,,,ML7,"",2
"",,,,N10,"",14
"",,,,N11,"",17
"",,,,N12,"",19
"",,,,N13,"",15
"",,,,N14,"",13
"",,,,N15,"",18
"",,,,N16,"",16
"",,,,N17,"",18
"",,,,N18,"",12
"",,,,N19,"",18
"",,,,N1P,"",158
"",,,,N2,"",18
"",,,,N20,"",15
"",,,,N21,"",11
"",,,,N3,"",17
"",,,,N4,"",25
"",,,,N5,"",11
"",,,,N6,"",11
"",,,,N7,"",11
"",,,,N8,"",22
"",,,,N9,"",21
"",,,,NE12,"",11
"",,,,NE16,"",6
"",,,,NE20,"",1
"",,,,NE21,"",1
"",,,,NE23,"",9
"",,,,NE26,"",34
"",,,,NE27,"",2
"",,,,NE28,"",18
"",,,,NE29,"",1
"",,,,NE3,"",17
"",,,,NE31,"",1
"",,,,NE32,"",5
"",,,,NE35,"",1
"",,,,NE36,"",1
"",,,,NE37,"",10
"",,,,NE39,"",1
"",,,,NE41,"",1
"",,,,NE42,"",2
"",,,,NE5,"",9
"",,,,NE6,"",13
"",,,,NE9,"",18
"",,,,NE92,"",1
"",,,,NE99,"",1
"",,,,NG1,"",1
"",,,,NG17,"",1
"",,,,NG34,"",1
"",,,,NG4,"",2
"",,,,NG8,"",1
"",,,,NG80,"",3
"",,,,NG90,"",1
"",,,,NN10,"",3
"",,,,NN11,"",1
"",,,,NN13,"",10
"",,,,NN2,"",6
"",,,,NN3,"",25
"",,,,NN4,"",29
"",,,,NN5,"",8
"",,,,NN7,"",1
"",,,,NP11,"",2
"",,,,NP12,"",8
"",,,,NP13,"",5
"",,,,NP15,"",2
"",,,,NP16,"",5
"",,,,NP19,"",16
"",,,,NP22,"",1
"",,,,NP23,"",1
"",,,,NP25,"",12
"",,,,NP26,"",3
"",,,,NP7,"",12
"",,,,NR18,"",10
"",,,,NR21,"",4
"",,,,NR25,"",1
"",,,,NR26,"",4
"",,,,NR28,"",1
"",,,,NR34,"",3
"",,,,NR35,"",5
"",,,,NR5,"",3
"",,,,NR7,"",1
"",,,,NR99,"",10
"",,,,NW26,"",5
"",,,,NW6,"",1
"",,,,NW7,"",1
"",,,,NW9,"",4
"",,,,OL1,"",1
"",,,,OL14,"",8
"",,,,OX1,"",1
"",,,,OX10,"",1
"",,,,OX11,"",1
"",,,,OX12,"",1
"",,,,OX18,"",1
"",,,,OX26,"",2
"",,,,OX3,"",1
"",,,,OX5,"",1
"",,,,OX7,"",1
"",,,,OX9,"",1
"",,,,PA23,"",2
"",,,,PA28,"",1
"",,,,PA3,"",1
"",,,,PA34,"",1
"",,,,PA42,"",1
"",,,,PA5,"",1
"",,,,PE1,"",1
"",,,,PE10,"",1
"",,,,PE12,"",7
"",,,,PE19,"",1
"",,,,PE2,"",26
"",,,,PE29,"",1
"",,,,PE36,"",1
"",,,,PE37,"",1
"",,,,PE38,"",1
"",,,,PE9,"",2
"",,,,PH2,"",1
"",,,,PL13,"",3
"",,,,PL15,"",6
"",,,,PL2,"",7
"",,,,PL21,"",4
"",,,,PL31,"",4
"",,,,PL5,"",17
"",,,,PL95,"",17
"",,,,PO1,"",1
"",,,,PO24,"",1
"",,,,PO30,"",1
"",,,,PO36,"",1
"",,,,PR1,"",1
"",,,,PR11,"",1
"",,,,PR3,"",16
"",,,,PR4,"",6
"",,,,PR5,"",13
"",,,,RG14,"",31
"",,,,RG17,"",2
"",,,,RG19,"",1
"",,,,RG24,"",1
"",,,,RG26,"",1
"",,,,RG27,"",3
"",,,,RG28,"",1
"",,,,RG30,"",1
"",,,,RG40,"",25
"",,,,RG42,"",18
"",,,,RG45,"",1
"",,,,RG6,"",1
"",,,,RG8,"",2
"",,,,RG9,"",2
"",,,,RH1,"",18
"",,,,RH10,"",20
"",,,,RH14,"",6
"",,,,RH15,"",17
"",,,,RH19,"",25
"",,,,RH20,"",11
"",,,,RH6,"",10
"",,,,RH7,"",6
"",,,,RM12,"",34
"",,,,RM13,"",8
"",,,,RM14,"",7
"",,,,RM15,"",4
"",,,,RM3,"",9
"",,,,S12,"",2
"",,,,S18,"",4
"",,,,S2,"",1
"",,,,S36,"",2
"",,,,S43,"",1
"",,,,S6,"",1
"",,,,S63,"",1
"",,,,S69,"",1
"",,,,S73,"",1
"",,,,S8,"",1
"",,,,S94,"",2
"",,,,S99,"",5
"",,,,SA11,"",13
"",,,,SA15,"",14
"",,,,SA18,"",4
"",,,,SA34,"",1
"",,,,SA4,"",8
"",,,,SA44,"",6
"",,,,SA67,"",2
"",,,,SA70,"",2
"",,,,SA8,"",2
"",,,,SA9,"",5
"",,,,SE10,"",4
"",,,,SE11,"",8
"",,,,SE12,"",10
"",,,,SE13,"",19
"",,,,SE14,"",10
"",,,,SE15,"",25
"",,,,SE16,"",29
"",,,,SE17,"",16
"",,,,SE19,"",17
"",,,,SE1P,"",173
"",,,,SE2,"",13
"",,,,SE20,"",14
"",,,,SE21,"",7
"",,,,SE22,"",13
"",,,,SE23,"",19
"",,,,SE24,"",1
"",,,,SE25,"",15
"",,,,SE26,"",21
"",,,,SE27,"",10
"",,,,SE28,"",15
"",,,,SE3,"",14
"",,,,SE4,"",14
"",,,,SE7,"",14
"",,,,SE8,"",9
"",,,,SE9,"",4
"",,,,SG1,"",1
"",,,,SG12,"",26
"",,,,SG13,"",2
"",,,,SG18,"",2
"",,,,SG19,"",9
"",,,,SG5,"",20
"",,,,SG8,"",19
"",,,,SK13,"",3
"",,,,SK14,"",3
"",,,,SK15,"",1
"",,,,SK17,"",1
"",,,,SK2,"",7
"",,,,SK23,"",1
"",,,,SK3,"",5
"",,,,SK4,"",11
"",,,,SK5,"",7
"",,,,SK6,"",9
"",,,,SK7,"",31
"",,,,SK8,"",18
"",,,,SK9,"",21
"",,,,SL0,"",1
"",,,,SL1,"",10
"",,,,SL4,"",13
"",,,,SL5,"",1
"",,,,SL60,"",29
"",,,,SL7,"",13
"",,,,SL9,"",15
"",,,,SM5,"",11
"",,,,SM6,"",12
"",,,,SM7,"",9
"",,,,SN11,"",4
"",,,,SN12,"",4
"",,,,SN13,"",2
"",,,,SN16,"",10
"",,,,SN17,"",5
"",,,,SN3,"",13
"",,,,SN4,"",4
"",,,,SN42,"",22
"",,,,SN5,"",12
"",,,,SN7,"",14
"",,,,SN8,"",15
"",,,,SN86,"",1
"",,,,SN9,"",3
"",,,,SO15,"",38
"",,,,SO24,"",4
"",,,,SO30,"",18
"",,,,SO31,"",19
"",,,,SO41,"",12
"",,,,SO45,"",8
"",,,,SO51,"",9
"",,,,SO52,"",2
"",,,,SP2,"",1
"",,,,SP4,"",6
"",,,,SP6,"",3
"",,,,SP7,"",7
"",,,,SR43,"",22
"",,,,SS1,"",2
"",,,,SS11,"",6
"",,,,SS14,"",5
"",,,,SS3,"",12
"",,,,SS5,"",6
"",,,,SS6,"",11
"",,,,SS8,"",7
"",,,,SS9,"",15
"",,,,ST10,"",2
"",,,,ST14,"",1
"",,,,ST15,"",3
"",,,,ST16,"",1
"",,,,ST3,"",2
"",,,,ST6,"",1
"",,,,ST7,"",1
"",,,,ST8,"",1
"",,,,SW10,"",10
"",,,,SW11,"",29
"",,,,SW12,"",16
"",,,,SW13,"",7
"",,,,SW15,"",22
"",,,,SW16,"",38
"",,,,SW17,"",32
"",,,,SW18,"",2
"",,,,SW19,"",37
"",,,,SW20,"",17
"",,,,SW3,"",28
"",,,,SW4,"",19
"",,,,SW5,"",7
"",,,,SW6,"",32
"",,,,SW7,"",7
"",,,,SW8,"",16
"",,,,SW9,"",3
"",,,,SY12,"",3
"",,,,SY13,"",14
"",,,,SY16,"",6
"",,,,SY20,"",2
"",,,,SY21,"",15
"",,,,SY23,"",7
"",,,,SY6,"",4
"",,,,SY7,"",11
"",,,,SY99,"",1
"",,,,TA1,"",45
"",,,,TA10,"",1
"",,,,TA11,"",1
"",,,,TA18,"",1
"",,,,TA20,"",1
"",,,,TA21,"",1
"",,,,TA24,"",1
"",,,,TA6,"",26
"",,,,TA8,"",1
"",,,,TD14,"",1
"",,,,TD3,"",1
"",,,,TD5,"",3
"",,,,TD6,"",1
"",,,,TD9,"",2
"",,,,TF13,"",5
"",,,,TF6,"",1
"",,,,TF7,"",1
"",,,,TN16,"",1
"",,,,TN17,"",2
"",,,,TN2,"",1
"",,,,TN21,"",1
"",,,,TN22,"",1
"",,,,TN23,"",26
"",,,,TN28,"",1
"",,,,TN30,"",1
"",,,,TN31,"",1
"",,,,TN33,"",1
"",,,,TN34,"",18
"",,,,TN38,"",2
"",,,,TN40,"",20
"",,,,TN6,"",36
"",,,,TN8,"",1
"",,,,TN9,"",3
"",,,,TQ14,"",7
"",,,,TQ4,"",2
"",,,,TR11,"",13
"",,,,TR13,"",3
"",,,,TR15,"",10
"",,,,TR26,"",4
"",,,,TR27,"",2
"",,,,TR7,"",17
"",,,,TS12,"",2
"",,,,TS8,"",15
"",,,,TW11,"",6
"",,,,TW12,"",5
"",,,,TW13,"",7
"",,,,TW15,"",15
"",,,,TW16,"",5
"",,,,TW17,"",5
"",,,,TW20,"",4
"",,,,TW7,"",27
"",,,,TW8,"",6
"",,,,TW9,"",23
"",,,,UB1,"",3
"",,,,UB3,"",5
"",,,,UB5,"",3
"",,,,W10,"",9
"",,,,W11,"",12
"",,,,W12,"",19
"",,,,W13,"",9
"",,,,W14,"",13
"",,,,W1A,"",105
"",,,,W1E,"",1
"",,,,W3,"",24
"",,,,W4,"",35
"",,,,W7,"",10
"",,,,W9,"",47
"",,,,WA12,"",14
"",,,,WA15,"",50
"",,,,WA16,"",24
"",,,,WA3,"",15
"",,,,WA6,"",12
"",,,,WA7,"",12
"",,,,WC1A,"",12
"",,,,WC2R,"",1
"",,,,WD18,"",12
"",,,,WD23,"",1
"",,,,WD3,"",22
"",,,,WD6,"",15
"",,,,WD99,"",1
"",,,,WF10,"",13
"",,,,WF13,"",2
"",,,,WF16,"",1
"",,,,WF17,"",7
"",,,,WF5,"",1
"",,,,WF8,"",3
"",,,,WN1,"",1
"",,,,WN7,"",12
"",,,,WN8,"",11
"",,,,WR1,"",17
"",,,,WR11,"",13
"",,,,WR9,"",13
"",,,,WS10,"",1
"",,,,WS15,"",1
"",,,,WV11,"",7
"",,,,WV12,"",5
"",,,,WV14,"",11
"",,,,WV5,"",2
"",,,,WV98,"",78
"",,,,WV99,"",3
"",,,,YO1,"",5
"",,,,YO14,"",2
"",,,,YO18,"",2
"",,,,YO25,"",10
"",,,,YO26,"",23
"",,,,YO31,"",14
"",,,,YO42,"",1
"",,,,YO7,"",4
E12000001,A,North East,Gogledd Ddwyrain,CA6,E12000001,97
E12000001,A,North East,Gogledd Ddwyrain,CA8,E12000001,98
E12000001,A,North East,Gogledd Ddwyrain,CA9,E12000001,4
E12000001,A,North East,Gogledd Ddwyrain,DH1,E12000001,1967
E12000001,A,North East,Gogledd Ddwyrain,DH2,E12000001,859
E12000001,A,North East,Gogledd Ddwyrain,DH3,E12000001,1079
E12000001,A,North East,Gogledd Ddwyrain,DH4,E12000001,1143
E12000001,A,North East,Gogledd Ddwyrain,DH5,E12000001,645
E12000001,A,North East,Gogledd Ddwyrain,DH6,E12000001,1164
E12000001,A,North East,Gogledd Ddwyrain,DH7,E12000001,1443
E12000001,A,North East,Gogledd Ddwyrain,DH8,E12000001,1709
E12000001,A,North East,Gogledd Ddwyrain,DH9,E12000001,1410
E12000001,A,North East,Gogledd Ddwyrain,DH97,E12000001,4
E12000001,A,North East,Gogledd Ddwyrain,DH98,E12000001,3
E12000001,A,North East,Gogledd Ddwyrain,DH99,E12000001,31
E12000001,A,North East,Gogledd Ddwyrain,DL1,E12000001,2002
E12000001,A,North East,Gogledd Ddwyrain,DL10,E12000001,2
E12000001,A,North East,Gogledd Ddwyrain,DL11,E12000001,32
E12000001,A,North East,Gogledd Ddwyrain,DL12,E12000001,852
E12000001,A,North East,Gogledd Ddwyrain,DL13,E12000001,1064
E12000001,A,North East,Gogledd Ddwyrain,DL14,E12000001,1547
E12000001,A,North East,Gogledd Ddwyrain,DL15,E12000001,803
E12000001,A,North East,Gogledd Ddwyrain,DL16,E12000001,748
E12000001,A,North East,Gogledd Ddwyrain,DL17,E12000001,618
E12000001,A,North East,Gogledd Ddwyrain,DL2,E12000001,810
E12000001,A,North East,Gogledd Ddwyrain,DL3,E12000001,1538
E12000001,A,North East,Gogledd Ddwyrain,DL4,E12000001,362
E12000001,A,North East,Gogledd Ddwyrain,DL5,E12000001,1095
E12000001,A,North East,Gogledd Ddwyrain,DL8,E12000001,5
E12000001,A,North East,Gogledd Ddwyrain,DL98,E12000001,12
E12000001,A,North East,Gogledd Ddwyrain,NE1,E12000001,1322
E12000001,A,North East,Gogledd Ddwyrain,NE10,E12000001,912
E12000001,A,North East,Gogledd Ddwyrain,NE11,E12000001,709
E12000001,A,North East,Gogledd Ddwyrain,NE12,E12000001,1574
E12000001,A,North East,Gogledd Ddwyrain,NE13,E12000001,523
E12000001,A,North East,Gogledd Ddwyrain,NE15,E12000001,1129
E12000001,A,North East,Gogledd Ddwyrain,NE16,E12000001,907
E12000001,A,North East,Gogledd Ddwyrain,NE17,E12000001,197
E12000001,A,North East,Gogledd Ddwyrain,NE18,E12000001,78
E12000001,A,North East,Gogledd Ddwyrain,NE19,E12000001,239
E12000001,A,North East,Gogledd Ddwyrain,NE2,E12000001,672
E12000001,A,North East,Gogledd Ddwyrain,NE20,E12000001,578
